ELO_Bin,Strategy,Mean_Success,Std_Dev,Success_Rate,N_Games
"[2500, 2600)",Fianchetto,0.5010714285714285,7.7236592471120975,0.4936635944700461,1736
"[2500, 2600)",BishopPair,1.5747741935483868,14.068031782155021,0.5333333333333333,1395
"[2600, 2700)",Battery,1.0994212218649517,15.34997132822655,0.52491961414791,1244
"[2600, 2700)",Fianchetto,0.7203222918531783,8.0234767692022,0.5371530886302597,1117
"[2600, 2700)",BishopPair,1.3903304773561813,13.897557824797566,0.5397796817625459,817
"[2700, 2800)",Battery,1.5969432314410477,14.794441333001812,0.5393013100436681,458
"[2700, 2800)",Fianchetto,0.30025062656641605,5.35112310921673,0.49624060150375937,399
"[2700, 2800)",BishopPair,0.961877133105802,9.88124466460771,0.45733788395904434,293
"[2800, 2900)",Battery,1.7582335329341316,15.248194050285052,0.48502994011976047,334
"[2800, 2900)",Fianchetto,-0.2292808219178082,5.8065279500711435,0.4828767123287671,292
"[2800, 2900)",BishopPair,1.02651376146789,9.15270797994611,0.5596330275229358,218
"[2900, 3000)",Battery,-0.39765765765765787,11.190537531111389,0.5225225225225225,222
"[2900, 3000)",Fianchetto,0.16636363636363635,1.281844116956486,0.5080213903743316,187
"[2900, 3000)",BishopPair,0.646231884057971,8.18664393890034,0.5217391304347826,138
"[3000, 3100)",Battery,0.11426573426573429,0.954135911355776,0.5314685314685315,143
"[3000, 3100)",Fianchetto,0.2800934579439252,1.197432390912261,0.5514018691588785,107
"[3000, 3100)",BishopPair,0.14418604651162792,1.2515265644204554,0.6162790697674418,86
